"","y.22.comps"
"1461",124102.360156444
"1462",161907.581295819
"1463",185246.489571131
"1464",199114.398012029
"1465",193580.440032581
"1466",162468.527977584
"1467",174702.476484181
"1468",160315.000385562
"1469",183653.520380566
"1470",118492.141305927
"1471",180921.333420704
"1472",94607.1565906859
"1473",95196.0454568775
"1474",145804.690501768
"1475",107152.121799439
"1476",359591.636845269
"1477",246153.074021218
"1478",293305.596712709
"1479",272221.569923015
"1480",490699.006600692
"1481",339398.020675703
"1482",215584.099925773
"1483",178459.458244616
"1484",165380.454404241
"1485",194018.126046521
"1486",189203.877784541
"1487",341971.796222759
"1488",246444.031424978
"1489",183570.434286126
"1490",263660.26051414
"1491",195636.12481879
"1492",85578.0801077411
"1493",187036.52510702
"1494",286553.435011122
"1495",289208.93685216
"1496",245371.430891673
"1497",168904.146730707
"1498",165183.265030724
"1499",154158.643738082
"1500",161625.367720377
"1501",176322.011417065
"1502",145708.783362292
"1503",295722.266093225
"1504",246596.766981029
"1505",227535.704202899
"1506",190949.137667522
"1507",232932.428267004
"1508",199614.527819781
"1509",158528.616854254
"1510",148071.448644441
"1511",155036.565073356
"1512",180244.925031833
"1513",144807.845794914
"1514",152833.152807241
"1515",188960.787759801
"1516",148319.717929713
"1517",163134.496633729
"1518",129740.378490918
"1519",211536.010749401
"1520",128603.693083811
"1521",131885.830241449
"1522",176583.484414999
"1523",110430.732681272
"1524",133187.384467696
"1525",120863.807158408
"1526",112395.915348109
"1527",100532.609310546
"1528",126227.147272956
"1529",161294.676961297
"1530",200268.333257258
"1531",110147.396099561
"1532",93675.9070777568
"1533",147654.927999019
"1534",130536.075621477
"1535",152490.75906488
"1536",108895.894782708
"1537",64675.9807575899
"1538",174071.137497872
"1539",214660.044812248
"1540",89614.1682780997
"1541",146500.967117219
"1542",136476.115155649
"1543",194496.537276896
"1544",84896.5407783116
"1545",118621.923086686
"1546",139589.063448395
"1547",136590.291000733
"1548",141698.949438614
"1549",122228.116545082
"1550",140369.114928799
"1551",101776.588633957
"1552",132184.715687719
"1553",154782.733017107
"1554",120751.041780221
"1555",167940.535892052
"1556",89444.9245038903
"1557",95836.7377019974
"1558",106764.569870885
"1559",80050.7661682944
"1560",123164.520377809
"1561",111566.335117889
"1562",129499.830401323
"1563",123626.980946753
"1564",156916.289620069
"1565",145259.402252178
"1566",236458.589871264
"1567",74858.1444182947
"1568",252000.976341789
"1569",136330.996026887
"1570",137337.379206674
"1571",126670.331817185
"1572",138002.552861046
"1573",216455.916750674
"1574",112816.8671607
"1575",239256.618376384
"1576",268456.906597034
"1577",172966.34080845
"1578",142626.221031585
"1579",146239.915967233
"1580",190623.287446986
"1581",155951.83885546
"1582",128476.712168054
"1583",292109.537270512
"1584",212919.029616094
"1585",136358.258505463
"1586",59300.0127483973
"1587",112454.810140047
"1588",160938.731536283
"1589",104807.17545277
"1590",127939.532062606
"1591",95013.1296352313
"1592",120950.382007421
"1593",120253.077603525
"1594",124667.300644918
"1595",105740.137677041
"1596",218323.554411251
"1597",199895.726280497
"1598",230663.593595162
"1599",173103.20533165
"1600",162331.060946503
"1601",63008.1295323647
"1602",112567.33947789
"1603",72183.737493143
"1604",261446.749226167
"1605",248113.332667479
"1606",171680.349394609
"1607",168053.570725548
"1608",214363.856738853
"1609",177167.189713184
"1610",154849.210663542
"1611",136867.751960716
"1612",180191.281669309
"1613",171576.592932338
"1614",137187.068220389
"1615",92822.6380381441
"1616",80613.1065024269
"1617",94265.7172006585
"1618",130081.757041307
"1619",140813.585885012
"1620",144931.223320867
"1621",132188.562310134
"1622",151510.545758549
"1623",277290.702731044
"1624",216189.217889907
"1625",112984.80238122
"1626",173472.745860715
"1627",193783.603725937
"1628",287806.338602326
"1629",180988.072406721
"1630",336321.079121929
"1631",219638.303975368
"1632",234900.427100215
"1633",173357.024587711
"1634",179894.862016885
"1635",168703.124542807
"1636",145878.442401076
"1637",192297.345957499
"1638",177513.314726769
"1639",194136.836233763
"1640",254925.259137327
"1641",184587.026181976
"1642",239815.462535405
"1643",214727.527922172
"1644",239391.778900266
"1645",206965.614240502
"1646",156504.481892383
"1647",157294.193993061
"1648",133084.55520095
"1649",147135.525034144
"1650",114608.107458582
"1651",121507.352224879
"1652",97593.4725917798
"1653",100414.712203816
"1654",142383.233280369
"1655",129709.827028738
"1656",139852.115959097
"1657",148531.261816416
"1658",144065.942076688
"1659",113176.260499816
"1660",151327.068596248
"1661",436867.947976113
"1662",392673.594237497
"1663",382400.274639503
"1664",433062.431937227
"1665",311929.211846681
"1666",340973.992046137
"1667",380213.14968541
"1668",358818.82465973
"1669",314768.487885194
"1670",357258.747157564
"1671",262918.244376387
"1672",429321.136752361
"1673",294724.131264661
"1674",234414.3744837
"1675",203890.358209425
"1676",196003.886618025
"1677",225934.087268049
"1678",410366.892750222
"1679",404993.993428873
"1680",329420.213980582
"1681",260058.331846502
"1682",328226.980420775
"1683",182932.645681966
"1684",174344.015219691
"1685",174606.744733664
"1686",173185.027704329
"1687",168033.284019641
"1688",184470.801333731
"1689",193508.044801829
"1690",197075.222276388
"1691",188785.038674378
"1692",269786.385295173
"1693",171445.63983355
"1694",182411.888526687
"1695",164986.834227675
"1696",268970.90801335
"1697",174872.818104439
"1698",340319.771599614
"1699",306798.694224638
"1700",249929.524435889
"1701",260785.394032491
"1702",223517.556928526
"1703",234909.153969829
"1704",277013.164425373
"1705",247836.735149454
"1706",379561.313950504
"1707",208418.627293404
"1708",206184.793673183
"1709",276410.013955562
"1710",223364.547349818
"1711",284670.624283744
"1712",249329.186950245
"1713",277636.974028216
"1714",223971.755650919
"1715",204447.469008589
"1716",187650.394438726
"1717",182890.797923108
"1718",141712.096317865
"1719",213906.194207046
"1720",229977.53174522
"1721",166856.322165643
"1722",133839.088166869
"1723",164257.64218725
"1724",193201.490202811
"1725",238085.677129178
"1726",182207.358265742
"1727",152690.674004142
"1728",164367.603611414
"1729",175814.865568954
"1730",154389.371201579
"1731",118928.380398489
"1732",124569.256181542
"1733",113535.872850279
"1734",122755.537123515
"1735",117732.623996339
"1736",108053.923313834
"1737",326213.257185011
"1738",259834.052357974
"1739",227703.982508309
"1740",213653.591954942
"1741",192849.850037772
"1742",168665.2348345
"1743",173290.106974839
"1744",369806.22252831
"1745",223729.002888736
"1746",173944.758652773
"1747",219303.383130184
"1748",213381.371319234
"1749",144574.850065372
"1750",122966.604215819
"1751",255105.14085719
"1752",119757.172960964
"1753",154761.606842667
"1754",197637.97522544
"1755",167455.060302612
"1756",133497.126859059
"1757",118254.550794504
"1758",154486.377990659
"1759",168741.559076401
"1760",167500.151114608
"1761",159104.235375923
"1762",180592.472488659
"1763",186536.640746829
"1764",112394.417770548
"1765",163971.758781101
"1766",191246.685896844
"1767",211031.09255354
"1768",147697.128104319
"1769",173835.249214541
"1770",152723.37632632
"1771",123147.423557013
"1772",136781.818717945
"1773",122744.373784735
"1774",137117.363193808
"1775",143021.474117044
"1776",125500.368395073
"1777",110101.731818963
"1778",136557.733869301
"1779",130546.583267963
"1780",166120.487099876
"1781",129475.732702577
"1782",89186.4740898195
"1783",150849.870415021
"1784",118120.498212424
"1785",119494.432787452
"1786",139937.474520126
"1787",173429.132797769
"1788",56432.151975694
"1789",93110.5095378685
"1790",85111.2550213785
"1791",175430.652361414
"1792",165863.717067852
"1793",120123.323629199
"1794",156747.363803709
"1795",133020.515248837
"1796",120300.736875505
"1797",107417.114626206
"1798",121693.946516067
"1799",106047.079571947
"1800",129929.386418763
"1801",124982.924806248
"1802",132580.396050257
"1803",145453.6626379
"1804",131006.06894572
"1805",134614.01620736
"1806",125620.912108873
"1807",131466.623738703
"1808",128991.956244845
"1809",130644.959795986
"1810",148195.749799458
"1811",91642.4168227139
"1812",97477.5202864898
"1813",133494.419651407
"1814",92537.6822366516
"1815",51681.5767059447
"1816",91464.3214719572
"1817",117561.789642131
"1818",145141.553364849
"1819",120072.184104453
"1820",61571.928011292
"1821",105477.30945237
"1822",154590.709519114
"1823",48246.922651917
"1824",121712.200435886
"1825",147370.039135433
"1826",104950.548519026
"1827",102060.579498748
"1828",149450.652605187
"1829",117048.701265895
"1830",148091.284564303
"1831",153495.364108578
"1832",67550.0573748717
"1833",139969.139581809
"1834",117635.639792161
"1835",111837.996361322
"1836",113789.817510982
"1837",84137.7882452528
"1838",122359.019523166
"1839",99341.8704572724
"1840",137599.916924308
"1841",131048.065269655
"1842",84181.0063902407
"1843",127967.669513463
"1844",141217.44200135
"1845",148994.795710476
"1846",160462.772855133
"1847",174406.967435857
"1848",60153.0183486038
"1849",122209.310711309
"1850",111035.860050211
"1851",144707.041653047
"1852",121108.215477427
"1853",124594.029749278
"1854",161259.269325957
"1855",138975.489794688
"1856",240198.483618023
"1857",139592.547740337
"1858",125561.256781208
"1859",116267.461075647
"1860",135673.712154386
"1861",115721.175602752
"1862",298130.841784019
"1863",272546.044156151
"1864",272639.044401029
"1865",356380.466098241
"1866",339423.531568558
"1867",223427.109986248
"1868",286883.854735071
"1869",207276.722399914
"1870",225144.951418076
"1871",258630.96497047
"1872",178317.425895274
"1873",253305.599894901
"1874",154287.026305747
"1875",185470.972291338
"1876",199563.805739341
"1877",211099.805454938
"1878",198382.516247665
"1879",137955.275322944
"1880",124248.942291268
"1881",233821.463208606
"1882",247884.66153752
"1883",177351.603303607
"1884",202755.890657944
"1885",249496.169468151
"1886",293808.258578733
"1887",229504.260951602
"1888",274859.782160366
"1889",175121.863781761
"1890",117895.802714855
"1891",123056.888662439
"1892",99234.5806949555
"1893",133837.243956204
"1894",129545.90670651
"1895",131738.958999439
"1896",121157.972804186
"1897",118048.145950689
"1898",119340.063235184
"1899",147385.771451036
"1900",163289.620718386
"1901",168063.586512981
"1902",154680.421332409
"1903",216741.272195122
"1904",135152.637980134
"1905",200813.053687875
"1906",157572.938256847
"1907",197352.30222386
"1908",103666.818595277
"1909",120914.731916388
"1910",115877.137662152
"1911",223200.29238086
"1912",329518.874556848
"1913",145277.296894732
"1914",70102.8123413557
"1915",305281.733140293
"1916",55317.6255311408
"1917",237547.066213688
"1918",138746.246869455
"1919",175585.844553066
"1920",156383.407037347
"1921",379530.464847865
"1922",315985.367380591
"1923",231104.474698617
"1924",221960.94438565
"1925",190836.693757003
"1926",361471.85801733
"1927",136429.229331916
"1928",157848.834225218
"1929",120156.073782328
"1930",121969.687232361
"1931",138975.591592041
"1932",138635.44368447
"1933",198870.112138089
"1934",177282.290746433
"1935",166100.88834228
"1936",201972.364764145
"1937",175729.020154759
"1938",170198.105787558
"1939",241498.665671602
"1940",192462.722516594
"1941",159308.977429126
"1942",175076.661329994
"1943",218422.566366314
"1944",364952.006110469
"1945",403626.343892154
"1946",125312.398527011
"1947",283663.028460519
"1948",165998.184359707
"1949",252932.047227101
"1950",196930.224308003
"1951",239598.602609111
"1952",202871.526263165
"1953",169671.099615352
"1954",179461.654470866
"1955",142162.549968661
"1956",297544.346048259
"1957",145588.919296898
"1958",300660.7368448
"1959",156845.47339774
"1960",113493.250041822
"1961",118688.485908273
"1962",96134.02846835
"1963",103093.018353777
"1964",108537.685191847
"1965",146735.197545964
"1966",131249.660328481
"1967",293583.277114489
"1968",425087.91445251
"1969",402002.234763406
"1970",409341.490828049
"1971",440896.042436821
"1972",378838.678051352
"1973",278197.412112796
"1974",338495.0872002
"1975",411863.886169426
"1976",284219.287137606
"1977",353078.96980432
"1978",358621.199051561
"1979",305331.643402887
"1980",203709.213568871
"1981",340598.87241343
"1982",221264.324434881
"1983",197871.687629528
"1984",161210.339426165
"1985",243143.774925793
"1986",215428.445288252
"1987",179397.477415025
"1988",173972.009035285
"1989",191231.669595496
"1990",207487.257421173
"1991",232166.807015848
"1992",215572.561005834
"1993",162381.254074436
"1994",229489.88516509
"1995",182369.461612411
"1996",242255.306970468
"1997",336817.00213888
"1998",304450.405783148
"1999",300499.549929303
"2000",343528.242098292
"2001",264963.375671324
"2002",250322.720431052
"2003",263084.320288812
"2004",277936.219223705
"2005",238346.159221733
"2006",230192.004755294
"2007",260699.553310758
"2008",212580.851748494
"2009",199672.774538337
"2010",198531.88920761
"2011",143544.053714749
"2012",174700.654407788
"2013",175999.601781666
"2014",181658.542784133
"2015",213916.97842356
"2016",187548.333999292
"2017",196247.534525646
"2018",116194.259999005
"2019",126931.457842728
"2020",103611.980599657
"2021",100398.79493623
"2022",195696.333064625
"2023",139728.672405923
"2024",271908.519572559
"2025",356559.911604151
"2026",176998.509204926
"2027",163945.175514439
"2028",149662.426564078
"2029",163763.648904115
"2030",274568.089031663
"2031",265117.603419538
"2032",275315.81784638
"2033",277609.151041262
"2034",179209.821497739
"2035",227163.435476654
