Id,SalePrice
1461,125765.173690879
1462,158837.098902
1463,188533.402977425
1464,200966.007772707
1465,198948.178095044
1466,171684.575666109
1467,176706.548310217
1468,161621.719228539
1469,192917.919659105
1470,122530.608584641
1471,171587.490073807
1472,94248.7410724538
1473,98145.141840682
1474,147664.951956784
1475,115192.538273112
1476,353409.999437637
1477,256186.488461028
1478,293487.747556073
1479,282898.412108408
1480,500650.334590257
1481,338283.508352131
1482,217495.631174453
1483,173701.629630688
1484,155987.280481889
1485,184796.585817161
1486,188668.592947834
1487,334284.062388409
1488,220789.1991606
1489,194185.594179127
1490,255107.791150421
1491,194197.297324647
1492,96607.9787795209
1493,173552.881069937
1494,289320.000805975
1495,292999.445574824
1496,235793.214835697
1497,173020.951284479
1498,181189.196920971
1499,164504.410969791
1500,161165.048151281
1501,178877.856783281
1502,138871.316402363
1503,296449.441369236
1504,248470.184451576
1505,231995.917478817
1506,192987.151724698
1507,242578.103664825
1508,204507.850024024
1509,156466.547836419
1510,150394.527366794
1511,166639.84884909
1512,185082.859412605
1513,144718.10360984
1514,161555.034227689
1515,181973.836537529
1516,147874.789205079
1517,165616.588316686
1518,127289.174461653
1519,199845.541657362
1520,130882.203925425
1521,136257.684536776
1522,177544.984851114
1523,121184.129240629
1524,129533.07586621
1525,120196.976325369
1526,112983.611601029
1527,108380.423033655
1528,127123.514918861
1529,162915.23717152
1530,202734.023149874
1531,107581.432876537
1532,89059.1952875712
1533,152054.73834505
1534,105239.716970807
1535,152676.23905766
1536,107785.808774113
1537,86534.1141320074
1538,168328.283063448
1539,223681.602727932
1540,81614.6322278463
1541,149332.401395879
1542,141276.409744359
1543,195425.605216216
1544,83625.5143934486
1545,122499.119171057
1546,134328.86340147
1547,139698.058515002
1548,141893.067286283
1549,121782.369337136
1550,141530.107740811
1551,98741.2628047851
1552,140021.675261621
1553,147134.606016814
1554,118712.740681752
1555,164201.76171556
1556,80002.2721358367
1557,118121.447641224
1558,107129.577045634
1559,64903.3141342322
1560,127985.424385371
1561,111428.914636833
1562,129769.413495891
1563,121516.842340152
1564,165252.182917166
1565,158719.204195798
1566,246770.380440537
1567,83328.9637810328
1568,246284.542994425
1569,144966.642178614
1570,131360.971832827
1571,113980.567887566
1572,139345.883867824
1573,215944.302831505
1574,118538.20433299
1575,236961.444816842
1576,224479.864021342
1577,175125.325990248
1578,158924.854390582
1579,148687.268337942
1580,193040.428252265
1581,150337.361792544
1582,130860.537721355
1583,289416.911469417
1584,215890.997119606
1585,132646.913376802
1586,71196.6125094725
1587,115611.767959242
1588,155247.580124004
1589,104660.197867233
1590,127883.174452556
1591,98428.441356246
1592,124585.15552693
1593,124305.314853198
1594,135633.178191654
1595,141928.147914986
1596,221737.27980959
1597,208397.982084323
1598,226754.520568596
1599,179614.924949993
1600,163703.136791133
1601,68394.0430811944
1602,118810.394780707
1603,55671.0229190626
1604,271334.364937733
1605,233252.625503032
1606,166710.308199617
1607,159454.6355834
1608,216269.297885641
1609,173511.875506671
1610,155798.888213682
1611,138016.513145732
1612,174833.53304052
1613,168244.547226229
1614,133764.442015299
1615,86737.3736800023
1616,78315.8765171221
1617,89968.8575093587
1618,140166.000630955
1619,138859.973958958
1620,144338.839480678
1621,133564.503201986
1622,150821.145242431
1623,260255.273045671
1624,200828.13500314
1625,110491.693856118
1626,172982.039573702
1627,193789.464824472
1628,273973.458355746
1629,179013.816373983
1630,338473.638946
1631,235815.538896069
1632,249329.894731066
1633,164078.876323469
1634,180153.419865073
1635,173833.394781911
1636,150247.563524468
1637,211257.03843121
1638,185154.157923097
1639,186979.559110273
1640,243391.78999
1641,182961.899643043
1642,256780.553729713
1643,232119.52869719
1644,244937.534458395
1645,194511.379124287
1646,157725.021304014
1647,152050.483002468
1648,130958.247979978
1649,141913.750593654
1650,112623.315899345
1651,117835.343894415
1652,98290.667104836
1653,101172.686991909
1654,145999.615723929
1655,132616.630796545
1656,144034.37396645
1657,155420.663113582
1658,147268.402148561
1659,122748.030231382
1660,155805.779184331
1661,419749.995522203
1662,419294.728824099
1663,395348.83741693
1664,460591.729257865
1665,326665.491022667
1666,307313.412846945
1667,400375.345495976
1668,364729.442300059
1669,322423.571158414
1670,358695.772623908
1671,269809.074967
1672,441813.30867004
1673,302346.745929782
1674,246762.351788901
1675,202543.228439483
1676,201147.871577066
1677,229196.220775709
1678,433498.69877801
1679,402338.197026795
1680,340999.353369032
1681,262705.379535962
1682,323805.039403607
1683,192637.445527488
1684,175707.05901044
1685,172069.767536607
1686,166359.251567203
1687,164023.525973305
1688,181879.612263602
1689,190393.16950432
1690,190987.800668905
1691,183960.371022178
1692,261329.175811038
1693,165645.674735213
1694,183837.639889395
1695,165353.058109695
1696,283956.114469059
1697,174928.477420185
1698,345981.504932363
1699,316672.404788457
1700,262253.792617249
1701,266105.080360492
1702,220583.908583037
1703,220685.190796932
1704,273752.399175011
1705,232633.083168685
1706,348764.708484288
1707,206481.90458288
1708,206547.080189233
1709,278901.790677074
1710,225528.156164201
1711,284488.213120912
1712,251960.533831951
1713,284190.060107598
1714,226816.296576361
1715,211222.307516509
1716,184655.554870008
1717,173647.086699377
1718,136829.286148608
1719,202294.792455983
1720,191411.824868923
1721,150963.599656552
1722,122475.615389133
1723,154699.542814918
1724,196468.151787057
1725,241947.692413728
1726,184475.340841471
1727,150361.715334261
1728,157922.886786603
1729,176229.180352925
1730,159460.724513728
1731,115877.402653081
1732,124381.013834464
1733,113067.174184342
1734,133444.429380025
1735,106376.628034101
1736,103944.33169019
1737,332948.098698189
1738,275618.465756864
1739,221233.104134016
1740,215135.574646891
1741,195752.680268672
1742,172105.172817207
1743,172255.136770201
1744,420512.424955891
1745,211982.280171725
1746,174140.372178678
1747,203777.704265041
1748,229344.454483462
1749,142915.256221723
1750,120212.249825544
1751,248084.15333521
1752,117064.970868015
1753,155270.755467482
1754,199155.737265433
1755,165407.534431002
1756,133619.925289412
1757,120557.777843839
1758,157198.075457903
1759,170413.605531191
1760,169125.040135571
1761,152076.307610786
1762,189423.286705486
1763,194602.422323406
1764,119972.024368328
1765,146707.154722568
1766,197707.631289262
1767,216579.199357675
1768,144980.054812137
1769,165801.108127912
1770,147444.898635335
1771,121058.442171319
1772,135501.978064529
1773,129097.602544163
1774,140199.023974395
1775,141281.525594293
1776,131804.581989108
1777,105458.119453279
1778,137003.554982846
1779,132575.419147287
1780,167203.271619553
1781,126900.865622774
1782,93081.5317240284
1783,146584.650372328
1784,114094.743753297
1785,121492.154136383
1786,144513.081273381
1787,153618.452096901
1788,69712.4187284321
1789,97725.3358188175
1790,86234.8135928015
1791,181705.216623651
1792,157180.746593753
1793,130568.579319849
1794,147851.431143134
1795,140117.174538315
1796,119593.257038908
1797,108404.414457753
1798,121195.644743344
1799,107762.352809017
1800,128656.903627135
1801,130645.312997026
1802,130426.945787894
1803,147496.800764013
1804,138212.437557939
1805,130266.149418888
1806,120037.066521575
1807,130666.531321686
1808,120137.370562441
1809,126653.637411823
1810,142039.438759494
1811,88412.1498939051
1812,107111.824697572
1813,150670.93815049
1814,108995.717967913
1815,59930.3064339159
1816,93107.5799863802
1817,116273.98533489
1818,152931.595540504
1819,128875.820851347
1820,44541.6412186336
1821,112967.036683042
1822,152907.012904708
1823,36383.2972087694
1824,118606.481502609
1825,149498.598512719
1826,108390.568244157
1827,105585.205888867
1828,138913.013549903
1829,110431.241957988
1830,135590.085030408
1831,145154.347711243
1832,68568.4275347574
1833,132165.589396961
1834,121508.974304049
1835,126335.708047516
1836,116274.397614073
1837,82599.9254446567
1838,131054.961641751
1839,98150.3909949069
1840,143729.840302473
1841,134687.351152096
1842,95106.3439639126
1843,133708.818345896
1844,134869.159295156
1845,149500.856944859
1846,162248.924099559
1847,184434.431699977
1848,80251.1427518419
1849,108158.081523206
1850,116971.307562144
1851,145271.858780132
1852,123078.116648056
1853,123605.105156339
1854,168909.098573384
1855,151002.045751811
1856,227088.11300413
1857,127832.84033887
1858,134015.55330783
1859,114551.879731363
1860,142489.236277029
1861,114190.745398594
1862,312730.223196522
1863,288543.967990669
1864,288634.484444978
1865,342936.592246623
1866,334535.015126787
1867,219715.72981904
1868,280758.053766981
1869,199045.271647135
1870,220870.146478305
1871,250156.975636117
1872,174831.895273538
1873,247029.120460786
1874,162412.456664547
1875,189383.09074647
1876,209813.13011153
1877,210153.686614987
1878,201968.703570967
1879,135784.385254449
1880,129264.91652471
1881,235296.393145082
1882,241159.240857833
1883,185415.572953785
1884,206503.298757253
1885,223643.719908947
1886,283856.061051976
1887,214950.086963098
1888,260297.570088429
1889,175835.182240343
1890,104396.551154116
1891,117565.721782293
1892,100840.257621735
1893,143411.267202932
1894,121429.381373924
1895,136743.633239817
1896,122950.275720405
1897,119359.576986869
1898,114544.458788056
1899,155048.702875753
1900,153047.130965604
1901,187327.881655987
1902,171005.653189818
1903,228741.217048969
1904,145060.936280185
1905,207078.24239092
1906,118270.285013996
1907,205294.131299187
1908,111625.153982482
1909,127659.945703749
1910,121800.920941026
1911,238968.590967071
1912,346352.402277957
1913,135327.215882212
1914,43069.620222239
1915,324679.68352367
1916,81574.9780064836
1917,227559.048923062
1918,139396.738576567
1919,172105.252016243
1920,159702.723263119
1921,394183.692101306
1922,311805.806767108
1923,236012.970892535
1924,241545.338521981
1925,188251.76825467
1926,373703.047692919
1927,134625.126008514
1928,170650.856092469
1929,120254.133353789
1930,123678.493660673
1931,133674.622387685
1932,139237.957212452
1933,219399.425660218
1934,182989.210475952
1935,168446.071168103
1936,196730.134721101
1937,184690.44737566
1938,170966.1586478
1939,248171.668838674
1940,199556.053834496
1941,167267.555142469
1942,168313.852335827
1943,231544.547536286
1944,392128.693959633
1945,419546.849794701
1946,163426.723413851
1947,294722.398767599
1948,170147.299000236
1949,260332.63019283
1950,191420.835894312
1951,227151.649878016
1952,197983.239827054
1953,173366.752709025
1954,180667.039355432
1955,137350.313627227
