"","y.100.comps"
"1461",122700.829355559
"1462",148471.401040331
"1463",181420.037128821
"1464",197840.746430341
"1465",188157.493901354
"1466",163866.745630109
"1467",164781.959847231
"1468",162814.549803595
"1469",181051.117626084
"1470",116258.858266862
"1471",197188.931806301
"1472",93044.5062664113
"1473",92369.8857821502
"1474",149120.579234552
"1475",110562.845475042
"1476",341635.037865838
"1477",240549.900820763
"1478",295530.50376243
"1479",286509.357314256
"1480",461323.033348211
"1481",327544.510092366
"1482",222005.11972132
"1483",174303.636900391
"1484",171681.026848724
"1485",203915.478808542
"1486",186558.964621375
"1487",324107.901368352
"1488",242800.099006982
"1489",174751.793167419
"1490",247617.864245546
"1491",196205.543823829
"1492",84491.3776432405
"1493",193501.853185469
"1494",283632.540296329
"1495",271380.442179534
"1496",245726.051221223
"1497",156357.691078556
"1498",169766.350203121
"1499",157972.918945293
"1500",156609.780456338
"1501",174677.039863976
"1502",153486.896229084
"1503",294996.814021443
"1504",246257.634801589
"1505",219654.435017717
"1506",194236.89366289
"1507",228180.896578174
"1508",207058.242986487
"1509",156163.6635216
"1510",144115.990069052
"1511",154476.389088564
"1512",173460.953764756
"1513",142976.437231893
"1514",157923.787512221
"1515",193246.302504433
"1516",156764.486501865
"1517",155309.110252783
"1518",126078.068938709
"1519",203288.799342626
"1520",128103.775904422
"1521",130323.671671821
"1522",172294.134323869
"1523",103912.354966907
"1524",124944.345919882
"1525",116300.450495927
"1526",113949.409510278
"1527",99887.1801103366
"1528",130947.668599859
"1529",148430.396451978
"1530",202539.882137251
"1531",120700.994392767
"1532",93207.051531107
"1533",139510.63663847
"1534",125310.878508796
"1535",144302.580173238
"1536",111101.930918285
"1537",70993.108721621
"1538",187390.798656583
"1539",217329.438945327
"1540",87695.9132733853
"1541",148085.358656521
"1542",117575.408597727
"1543",190082.183166005
"1544",77704.8275062039
"1545",118737.108744024
"1546",134190.090753794
"1547",128682.532034368
"1548",130090.898350905
"1549",118857.631405893
"1550",131690.67457061
"1551",103191.583746678
"1552",124464.837586226
"1553",144799.098158218
"1554",109000.176086986
"1555",161605.161680198
"1556",95913.3237305542
"1557",95287.3653824007
"1558",110183.406368836
"1559",77732.8335517487
"1560",125900.843895999
"1561",122378.150753172
"1562",132041.022679852
"1563",119642.528045174
"1564",158411.754478529
"1565",143457.142912127
"1566",233100.896111152
"1567",78878.3859591843
"1568",241402.774175226
"1569",128115.287034576
"1570",147097.232662011
"1571",125823.836372167
"1572",135076.756312966
"1573",212806.866738372
"1574",107583.757631854
"1575",232106.267583437
"1576",258555.645597713
"1577",177837.752081102
"1578",146570.075894696
"1579",142048.742241736
"1580",194850.536799008
"1581",156221.965903625
"1582",129977.675575489
"1583",296113.337692842
"1584",212698.858407458
"1585",138950.934210404
"1586",60998.6758576149
"1587",108914.310472935
"1588",157920.452156697
"1589",98764.9810084725
"1590",124192.901665979
"1591",89711.7801213291
"1592",123517.213347459
"1593",121795.755957265
"1594",121336.101760774
"1595",98513.0382058858
"1596",219896.726698521
"1597",184925.541337474
"1598",228476.137724299
"1599",176923.345541604
"1600",166403.511317243
"1601",69304.5241290072
"1602",121010.361875805
"1603",80456.4372563291
"1604",242826.615046743
"1605",264435.996771119
"1606",163912.063524763
"1607",178004.895099139
"1608",227128.919216779
"1609",178641.250781164
"1610",156326.384643946
"1611",146419.38758208
"1612",187593.511890221
"1613",175155.178255431
"1614",133759.176605063
"1615",91832.1027455477
"1616",78693.3012740599
"1617",95523.8970445344
"1618",125213.644187421
"1619",147622.987299172
"1620",148633.970570789
"1621",135588.309705817
"1622",156022.922281501
"1623",258973.856345766
"1624",213790.34410869
"1625",121096.284218698
"1626",178693.631376696
"1627",187604.689202641
"1628",288309.470318843
"1629",181267.359301041
"1630",317426.092938102
"1631",217545.847620109
"1632",222838.155801198
"1633",183457.385594519
"1634",184045.696252592
"1635",176087.473324103
"1636",147224.165163016
"1637",184966.812369672
"1638",185795.565598412
"1639",200689.467903295
"1640",253538.915535519
"1641",180873.064866306
"1642",237131.08645379
"1643",212785.085078922
"1644",238376.42234573
"1645",202703.772480654
"1646",159488.031364769
"1647",158153.642776379
"1648",129268.910931779
"1649",148770.356628891
"1650",110688.010608552
"1651",119645.710411161
"1652",96677.5329611399
"1653",101264.961580863
"1654",143557.032314632
"1655",130409.951340699
"1656",140980.83458624
"1657",146639.452401692
"1658",146531.489484636
"1659",116314.957679099
"1660",145909.771274894
"1661",450450.259684128
"1662",353870.234327032
"1663",365897.885405059
"1664",426497.022186509
"1665",300369.600418975
"1666",348360.215714646
"1667",381226.734681733
"1668",354649.957589536
"1669",299746.312451784
"1670",343109.437520951
"1671",252505.799243568
"1672",397577.10775741
"1673",294376.914830711
"1674",236605.022133239
"1675",201361.157311439
"1676",190345.55693002
"1677",226771.281837435
"1678",412214.892838681
"1679",381680.944219116
"1680",324962.006178372
"1681",254392.259271619
"1682",320026.191070486
"1683",181743.426063714
"1684",176339.58261738
"1685",174882.678760436
"1686",179307.844222331
"1687",177886.819149422
"1688",179467.022295039
"1689",193860.621082878
"1690",203196.579316846
"1691",197156.613053429
"1692",282007.009868862
"1693",178995.584850021
"1694",182733.96971817
"1695",167023.421856602
"1696",255755.234083861
"1697",180965.681338083
"1698",319546.610098836
"1699",300860.754820628
"1700",239689.201771706
"1701",257768.464528399
"1702",225733.415951394
"1703",235940.694476829
"1704",275324.265944247
"1705",258630.936072926
"1706",371290.624109634
"1707",205411.489131398
"1708",203354.572558551
"1709",272230.560820759
"1710",227531.986936679
"1711",301080.797677913
"1712",244858.642838768
"1713",261095.267615387
"1714",222614.779664661
"1715",200326.472290868
"1716",185486.428298087
"1717",182432.481280611
"1718",134353.230589957
"1719",205549.769185985
"1720",233904.5577743
"1721",170027.940897135
"1722",133963.727307471
"1723",165931.076868181
"1724",187132.17843429
"1725",232505.580104141
"1726",179286.178599322
"1727",153147.742400152
"1728",174461.442120139
"1729",169131.156476631
"1730",167146.727121595
"1731",126624.75903511
"1732",128818.936672204
"1733",116064.256238931
"1734",125128.714459044
"1735",123794.278508995
"1736",111945.219485841
"1737",340950.525153804
"1738",241606.655733566
"1739",232596.515046454
"1740",200395.612157866
"1741",186332.793833147
"1742",167890.489904071
"1743",181544.447942743
"1744",371305.086487755
"1745",222913.416753016
"1746",161693.573104336
"1747",220820.680745078
"1748",214044.693054542
"1749",136212.308733125
"1750",119172.849350374
"1751",263743.320499753
"1752",118985.54088256
"1753",146788.766904587
"1754",197071.844405689
"1755",163238.160283006
"1756",131766.074476791
"1757",116739.465914874
"1758",150948.155718442
