"","y.148.comps"
"1461",119401.584270556
"1462",150611.190038796
"1463",186533.718638739
"1464",198116.453931716
"1465",194550.974652821
"1466",164603.776059706
"1467",176586.570480609
"1468",160958.973874581
"1469",185157.847822738
"1470",122300.265270349
"1471",184835.7121806
"1472",95114.6405156573
"1473",96472.0018527009
"1474",148424.953250145
"1475",112016.06945439
"1476",370272.349839922
"1477",247905.596533009
"1478",307014.557922021
"1479",272848.995087752
"1480",502754.149958022
"1481",343044.052144219
"1482",215238.982262334
"1483",176823.834687289
"1484",164622.14562958
"1485",195824.221916808
"1486",191516.380165196
"1487",344090.190015593
"1488",248854.406497231
"1489",188121.140908365
"1490",248778.860879487
"1491",192074.047620261
"1492",84892.8893381661
"1493",182320.419044023
"1494",291777.831387963
"1495",304106.274346114
"1496",243340.096566352
"1497",171889.002809871
"1498",162067.723707363
"1499",161757.699404963
"1500",163288.145175455
"1501",174519.057752405
"1502",142448.60806166
"1503",298267.59160665
"1504",247380.324850035
"1505",228742.772596246
"1506",193542.3144123
"1507",235710.687844528
"1508",202948.051373799
"1509",161544.362178653
"1510",149976.910843097
"1511",154663.563734836
"1512",183262.125235107
"1513",143595.505185521
"1514",150127.62215763
"1515",189182.90473592
"1516",148727.629871061
"1517",165923.82286853
"1518",133141.703905662
"1519",209234.074973006
"1520",128119.847713988
"1521",128966.987686926
"1522",177033.114305297
"1523",112047.155039437
"1524",129846.106304022
"1525",120782.447065927
"1526",114068.705072192
"1527",102677.571312916
"1528",130087.079620399
"1529",157572.18236319
"1530",203871.381804011
"1531",105460.379443735
"1532",96755.5215575662
"1533",152166.962398129
"1534",132982.766257399
"1535",151467.837666642
"1536",111821.65181236
"1537",61157.431243069
"1538",173985.740955198
"1539",211503.528531257
"1540",90742.1114495885
"1541",148028.880753399
"1542",135264.137431436
"1543",196468.0819941
"1544",89346.7242732956
"1545",122085.734153597
"1546",138288.042670729
"1547",133662.128430464
"1548",141097.758396926
"1549",121531.776047364
"1550",142954.868310813
"1551",104092.73746111
"1552",127756.932878877
"1553",148901.535972872
"1554",121942.255326467
"1555",163617.982475137
"1556",82963.5817289936
"1557",101002.191911385
"1558",102046.200617411
"1559",82735.2471472433
"1560",119012.71103321
"1561",113778.263429434
"1562",127993.612956665
"1563",123523.898990287
"1564",159045.885524693
"1565",147291.061631865
"1566",230792.681933877
"1567",76227.4373793777
"1568",244071.67029234
"1569",139563.879485842
"1570",139062.314990792
"1571",120758.543538472
"1572",142070.88411069
"1573",217117.877396983
"1574",110760.316165279
"1575",242193.775913845
"1576",261899.276560064
"1577",171172.229123854
"1578",148228.276341141
"1579",149884.411307734
"1580",189595.900199395
"1581",152247.391628719
"1582",129447.730730197
"1583",295734.415058109
"1584",210575.829940499
"1585",133925.250979317
"1586",60131.3714373361
"1587",106671.833601865
"1588",157800.195245972
"1589",97720.2453152174
"1590",132397.182206766
"1591",95650.9975303047
"1592",116652.570419273
"1593",118871.150222176
"1594",119201.292775984
"1595",101464.213249794
"1596",219027.204043635
"1597",198774.505724581
"1598",235592.275437666
"1599",174716.912588972
"1600",163356.890227213
"1601",60369.8165144562
"1602",105377.646527857
"1603",77121.8914161947
"1604",271369.77071768
"1605",246691.741167705
"1606",171543.555250417
"1607",164531.076326118
"1608",213009.657434977
"1609",176676.173197685
"1610",154437.493984575
"1611",137295.309882845
"1612",172703.687533126
"1613",166295.17804857
"1614",139525.980707846
"1615",95367.9908826056
"1616",80147.4389503797
"1617",94478.1724106049
"1618",123452.921478016
"1619",137139.904475797
"1620",136857.593095262
"1621",131755.345257678
"1622",148667.070071627
"1623",275931.840165275
"1624",207043.849835533
"1625",109638.997440379
"1626",177758.215491697
"1627",192046.027393287
"1628",288132.017694859
"1629",185814.418478907
"1630",328158.516172599
"1631",227897.319783472
"1632",238783.758210087
"1633",174706.060103193
"1634",182009.211879054
"1635",170201.062109566
"1636",147468.247749937
"1637",193816.672859815
"1638",176295.355087718
"1639",192805.003350694
"1640",256844.272423497
"1641",185811.849550854
"1642",239610.718296372
"1643",214904.057756513
"1644",239251.46443953
"1645",205800.848604111
"1646",159848.910598539
"1647",157146.992533852
"1648",132804.491129418
"1649",142904.056711806
"1650",113259.76238361
"1651",118604.091460188
"1652",98271.5695709809
"1653",102983.621236616
"1654",139058.288567733
"1655",138920.835689572
"1656",142506.621971239
"1657",144482.964858714
"1658",142230.96864436
"1659",114959.434680087
"1660",153824.343627205
"1661",449934.99456964
"1662",416501.117491518
"1663",392321.961443722
"1664",405664.045651773
"1665",319386.908628786
"1666",335782.001989393
"1667",363226.757958075
"1668",359549.585605004
"1669",326719.942735819
"1670",373605.99463976
"1671",256340.657302239
"1672",440681.068322637
"1673",292436.604946363
"1674",236477.824818749
"1675",196214.399089713
"1676",198458.207213284
"1677",223070.246871343
"1678",386952.714056149
"1679",391749.277169284
"1680",343548.616082593
"1681",267115.565249587
"1682",325493.341659648
"1683",183254.968118968
"1684",173877.670287561
"1685",172542.967918937
"1686",172870.310267874
"1687",171051.754637125
"1688",187262.894744052
"1689",193381.698070841
"1690",197350.535794982
"1691",189365.333417662
"1692",269811.591705931
"1693",171414.720856843
"1694",183888.452802163
"1695",169690.786178676
"1696",274164.523475826
"1697",179681.204243494
"1698",347765.212839866
"1699",314770.561299461
"1700",248800.094437611
"1701",265127.770419426
"1702",225685.291334774
"1703",237025.025649378
"1704",280437.834610815
"1705",241927.380461611
"1706",378035.070384392
"1707",206732.749783015
"1708",203784.446969337
"1709",288583.106366876
"1710",222019.814520509
"1711",281024.090153506
"1712",251184.487875131
"1713",277647.101095423
"1714",222898.616644457
"1715",204838.734916228
"1716",183717.143482429
"1717",182145.600385421
"1718",136728.368397585
"1719",210103.103428105
"1720",237153.755884295
"1721",163132.846378098
"1722",128887.808075581
"1723",163321.710306541
"1724",196926.262168538
"1725",233675.304116381
"1726",180303.589245716
"1727",153305.462815651
"1728",166161.397707313
"1729",172401.675815909
"1730",157666.710122823
"1731",121512.51669759
"1732",123896.434990026
"1733",111499.206778487
"1734",117985.955556168
"1735",116995.627306758
"1736",106610.404178307
"1737",323298.471253025
"1738",256215.841067189
"1739",242830.522988244
"1740",212278.601395246
"1741",188399.46418405
"1742",167623.354871421
"1743",171333.523075994
"1744",339749.029576272
"1745",218322.188925491
"1746",185714.318927742
"1747",220160.40722487
"1748",215590.873332742
"1749",146037.887101076
"1750",124220.930526575
"1751",250968.268571216
"1752",118962.611761792
"1753",155666.632902316
"1754",200222.263743562
"1755",169948.511686314
"1756",127367.010353854
"1757",119176.747831332
"1758",156108.64432166
"1759",164451.922820288
"1760",167755.941777878
"1761",153158.710036183
"1762",178837.93912023
"1763",189606.625640005
"1764",114130.090836708
"1765",173857.319170966
"1766",186457.026941582
"1767",209446.392857478
"1768",146755.602915037
"1769",173645.826697099
"1770",151960.577369292
"1771",125143.777595784
"1772",140243.732679599
"1773",123321.175574067
"1774",134413.59903035
"1775",140543.84345199
"1776",123477.828282167
"1777",107185.321827928
"1778",138254.366101805
"1779",121656.258750952
"1780",172834.887447008
"1781",128258.353086917
"1782",93459.9210381561
"1783",151772.067851558
"1784",118210.591867948
"1785",120925.84534655
"1786",135352.261169331
"1787",178437.323458293
"1788",59450.1417591474
"1789",95963.2729007385
"1790",84896.4518717984
"1791",174370.655758984
"1792",159453.584064725
"1793",123222.556965116
"1794",152374.752695771
"1795",133441.126874104
"1796",113975.563636426
"1797",104221.638006539
"1798",120902.503124192
"1799",109911.493488906
"1800",129244.152050678
"1801",125224.542893353
"1802",128216.258994376
"1803",147609.692887468
"1804",132684.288130173
"1805",135126.743218023
"1806",124192.053835497
"1807",133447.796628209
"1808",125814.985729148
"1809",130521.366592881
"1810",147715.152474342
"1811",94300.8166719864
"1812",97384.7520002872
"1813",128499.554623995
"1814",94407.1609112921
"1815",49220.9487499865
"1816",89727.5219630378
"1817",116923.306632748
"1818",148608.525274456
"1819",121991.22947103
"1820",62527.9774733564
"1821",104237.530224169
"1822",158092.729296804
"1823",49467.4409126988
"1824",126401.59982077
"1825",150573.987459401
"1826",102514.988649794
"1827",102356.010995241
"1828",147908.639765335
"1829",126814.540942766
"1830",143650.36199928
"1831",152376.279698086
"1832",69135.3511081499
"1833",137907.397703425
"1834",120682.059241333
"1835",118679.802440477
"1836",117881.02814149
"1837",81139.5930499511
"1838",121871.305274564
"1839",97965.1500140644
"1840",142287.67966997
"1841",130253.675523232
"1842",81354.4732867668
"1843",121004.620502879
"1844",136742.469961357
"1845",148108.09865723
"1846",157149.925780602
"1847",173437.823873228
"1848",54890.4387066794
"1849",120517.694117595
"1850",114839.731814842
"1851",147107.257631392
"1852",130201.082269239
"1853",127219.348935741
"1854",163828.638940134
"1855",130729.904974532
"1856",233077.344997018
"1857",145135.252077046
"1858",131188.865701983
"1859",117268.50056664
"1860",134925.356596742
"1861",117833.357376225
"1862",306065.369764266
"1863",283617.308700404
"1864",283696.436778595
"1865",356681.420171492
"1866",343933.028286701
"1867",227364.56742395
"1868",282338.992725819
"1869",204846.079826764
"1870",227546.248004185
"1871",254918.883151704
"1872",173087.707869384
"1873",251916.091687925
"1874",151447.082793717
"1875",186129.552187792
"1876",200144.920940391
"1877",208645.297133625
"1878",189979.159162756
"1879",133536.661727289
"1880",127999.153986141
"1881",235774.465242755
"1882",245790.531178594
"1883",177445.719701169
"1884",202269.800612818
"1885",250423.14273597
"1886",292614.057655071
"1887",220156.968953679
"1888",273408.306089318
"1889",171906.151760483
"1890",117427.897714738
"1891",120722.741488915
"1892",102452.809970869
"1893",140747.659487831
"1894",126980.910515866
"1895",133432.960648036
"1896",122483.967296101
"1897",108901.060672286
"1898",117509.113951095
"1899",148281.11263537
"1900",171809.157772812
"1901",167568.195402169
"1902",158553.800719399
"1903",225450.082614402
"1904",135761.849012511
"1905",209280.844777221
"1906",165404.6761501
"1907",202592.689887961
"1908",104603.282886872
"1909",116237.493858214
"1910",116074.311532939
"1911",231046.704833741
"1912",330387.363620603
"1913",143161.991742211
"1914",70519.0102369263
"1915",311690.211441118
"1916",59084.1147759161
"1917",246445.577044781
"1918",138858.36298141
"1919",175208.574178513
"1920",156126.894502998
"1921",379357.479073698
"1922",325949.064926488
"1923",230386.094376636
"1924",224003.295289647
"1925",185993.750955505
"1926",371723.705066848
"1927",130712.306292595
"1928",155868.17112784
"1929",121563.857271808
"1930",118773.087981622
"1931",139268.29288047
"1932",136953.484467405
"1933",185587.370152726
"1934",181319.008312349
"1935",165063.332398399
"1936",201308.171587697
"1937",182582.751583438
"1938",171590.69042911
"1939",239136.983268505
"1940",192131.433109459
"1941",156743.117548665
"1942",177216.12964413
"1943",225294.654421708
"1944",354729.064053625
"1945",412099.366200182
"1946",121808.293267759
"1947",291204.564479839
"1948",155919.023775323
"1949",243300.66806401
"1950",196293.646656686
"1951",235719.207238253
"1952",209556.074930575
"1953",167480.068456125
"1954",185487.632335689
"1955",140878.709725825
"1956",297679.145359921
"1957",150413.336951065
"1958",301214.616834403
"1959",151278.13409502
"1960",112083.802256074
"1961",120680.74793528
"1962",96716.9707618449
"1963",102417.123639541
"1964",110099.00634328
"1965",145028.111464154
"1966",138504.063374708
"1967",293762.025483254
"1968",414483.792935695
"1969",410323.064308931
"1970",431092.942218633
"1971",422454.407091583
"1972",393973.710426583
"1973",272776.743188384
"1974",331472.828902017
