"","y.25.comps"
"1461",123236.28129559
"1462",140226.915605071
"1463",184586.316684377
"1464",209767.412120901
"1465",198651.288781035
"1466",171859.658055021
"1467",180752.27599489
"1468",169868.585383337
"1469",177590.332632845
"1470",109669.122550592
"1471",186139.139178918
"1472",102007.165857976
"1473",103129.880762146
"1474",155914.279244483
"1475",118097.588161737
"1476",321392.920907979
"1477",222155.895777677
"1478",322641.928142424
"1479",296083.479034029
"1480",417418.631136223
"1481",307036.644006505
"1482",229455.231398945
"1483",181677.155851108
"1484",178089.091868832
"1485",216996.126448449
"1486",207875.991645567
"1487",311792.397073625
"1488",222256.757725225
"1489",170884.650906062
"1490",217629.322541062
"1491",194512.757230915
"1492",91632.5155958351
"1493",194848.608725737
"1494",258257.515216252
"1495",263133.670155681
"1496",208449.955913602
"1497",150882.333855302
"1498",160199.654128237
"1499",156944.680017534
"1500",152639.050173345
"1501",154628.427471049
"1502",161842.232856083
"1503",200156.701384663
"1504",241562.288234193
"1505",227041.07881117
"1506",180890.126553253
"1507",216965.901271581
"1508",192484.631250031
"1509",151791.982404621
"1510",135148.876905857
"1511",141534.681998146
"1512",163634.173664389
"1513",126041.562031151
"1514",168613.730696504
"1515",186776.462856661
"1516",166881.317285336
"1517",171409.977705973
"1518",148443.670254795
"1519",199309.914114756
"1520",117847.883551904
"1521",120454.265576452
"1522",178707.633741049
"1523",95608.5630241327
"1524",110661.316368954
"1525",122904.112627638
"1526",111521.012659268
"1527",91620.7061584143
"1528",147468.103358508
"1529",125619.813073135
"1530",196815.898703535
"1531",121211.28205588
"1532",104372.513515761
"1533",126678.247348969
"1534",118068.605235825
"1535",166533.839863136
"1536",112626.511505198
"1537",70122.6996235239
"1538",204550.703465969
"1539",171901.105617945
"1540",88647.07908277
"1541",120989.929604115
"1542",119924.452043067
"1543",198350.443771811
"1544",100013.655904582
"1545",123071.311934172
"1546",142765.958612599
"1547",144280.25993237
"1548",133853.874584724
"1549",113645.319342304
"1550",128356.835517949
"1551",105254.843446166
"1552",108634.778296894
"1553",130218.998915626
"1554",119592.343327837
"1555",177007.147773388
"1556",78810.8653133484
"1557",89701.7179342655
"1558",108415.282718827
"1559",77471.2988941897
"1560",155588.915828303
"1561",125739.644401269
"1562",137757.268997531
"1563",109221.998417886
"1564",165811.53264187
"1565",170923.959744859
"1566",228223.424300286
"1567",78198.9140526378
"1568",225176.664837216
"1569",120377.760606852
"1570",161308.358645267
"1571",129991.365232654
"1572",134938.159829755
"1573",216394.280381455
"1574",107134.432274515
"1575",212799.752505061
"1576",269240.411037285
"1577",188869.604523534
"1578",134276.183714339
"1579",134656.092977213
"1580",202905.693455573
"1581",168321.601044298
"1582",127159.348697499
"1583",260405.219387247
"1584",217876.499225837
"1585",140004.809919691
"1586",79800.6857252529
"1587",103936.195948411
