"","y.100.comps"
"1461",124174.067374335
"1462",157847.124270407
"1463",187729.429079229
"1464",202037.470872933
"1465",198237.378760718
"1466",171843.888556275
"1467",177004.391422946
"1468",161812.494633447
"1469",190355.450504057
"1470",122807.870583558
"1471",169441.378948592
"1472",94464.298114003
"1473",97973.3691927915
"1474",147137.058298732
"1475",114264.867281234
"1476",349278.186868684
"1477",255385.435705209
"1478",305052.170445535
"1479",292800.947353489
"1480",498107.72878733
"1481",335381.587617603
"1482",219052.736551381
"1483",173194.929853919
"1484",155409.074874628
"1485",189346.539245141
"1486",189585.074749749
"1487",335448.671619763
"1488",220309.889361307
"1489",193321.884590365
"1490",256444.552532066
"1491",193640.614726172
"1492",96465.6333690392
"1493",176788.236240569
"1494",290118.74184588
"1495",291802.461391548
"1496",237322.767900959
"1497",172186.732333053
"1498",184209.138304279
"1499",162805.3591233
"1500",162362.773522077
"1501",176850.820473284
"1502",138865.353652732
"1503",321924.577685356
"1504",247246.370931841
"1505",232614.039059269
"1506",193513.107059336
"1507",238811.728606955
"1508",202796.676642852
"1509",157671.956521981
"1510",151377.886825232
"1511",167268.501551242
"1512",184592.63800498
"1513",147904.585613904
"1514",154112.146391075
"1515",180765.739343765
"1516",147233.861716358
"1517",161984.697413511
"1518",126568.896786825
"1519",198889.566596189
"1520",131178.682507179
"1521",137550.582838057
"1522",176154.782917134
"1523",121873.717496938
"1524",128919.899415142
"1525",119008.470088063
"1526",112767.403917193
"1527",108686.686656176
"1528",127279.865474878
"1529",162877.16392918
"1530",202416.713970036
"1531",108562.88685028
"1532",88941.7867455139
"1533",149166.179920758
"1534",103504.229540325
"1535",151091.014893702
"1536",106065.444782002
"1537",83921.2207262191
"1538",169525.497005647
"1539",227316.216462655
"1540",83824.5734765628
"1541",149147.931432539
"1542",138837.577508942
"1543",188808.095194244
"1544",83355.2681584939
"1545",121904.499976126
"1546",134570.70385428
"1547",143195.029085451
"1548",141787.698012828
"1549",122067.744811135
"1550",143796.10828387
"1551",97752.466075834
"1552",143248.094137227
"1553",150039.288136835
"1554",120301.261189617
"1555",160642.881070168
"1556",81119.1363279864
"1557",121002.646218736
"1558",107039.166547171
"1559",56417.068390266
"1560",128708.990335933
"1561",98871.9750119112
"1562",129644.198334778
"1563",121893.84689146
"1564",163240.763065446
"1565",155667.684561756
"1566",242985.643104659
"1567",82473.5526257183
"1568",241725.431097073
"1569",144482.633271564
"1570",132184.467388651
"1571",111009.065815136
"1572",137566.513184906
"1573",216644.020581396
"1574",118627.798424514
"1575",247667.781282624
"1576",229776.15570704
"1577",173765.886591538
"1578",160054.610701806
"1579",149874.025868473
"1580",193191.893250306
"1581",156311.715940837
"1582",132117.003899822
"1583",289689.393941935
"1584",214374.715120811
"1585",133858.480723042
"1586",72603.4350689107
"1587",113349.616523806
"1588",154111.047074346
"1589",103446.176516098
"1590",129227.639259177
"1591",98543.3822135182
"1592",125960.607737195
"1593",126610.831918799
"1594",134538.05348604
"1595",142259.105173654
"1596",221528.693282217
"1597",209871.854443493
"1598",229327.620091048
"1599",178087.996634491
"1600",162318.968791681
"1601",67162.7055404493
"1602",119498.904154972
"1603",58689.4031756125
"1604",268623.3527583
"1605",229190.380364082
"1606",172895.184216211
"1607",158603.460383769
"1608",216787.86440274
"1609",171379.196684527
"1610",156538.245245387
"1611",137049.367939214
"1612",173190.89605041
"1613",166770.059896378
"1614",132020.793449388
"1615",86983.289127473
"1616",78229.1810177423
"1617",89930.8194895552
"1618",140216.503510919
"1619",138013.775159647
"1620",140375.133098121
"1621",132099.695548995
"1622",151233.88785626
"1623",258743.252102702
"1624",203022.742794165
"1625",108408.021937042
"1626",173767.582646457
"1627",192630.894933002
"1628",276105.825061034
"1629",183513.110459844
"1630",343372.308733013
"1631",239164.389493912
"1632",250072.360274273
"1633",168253.35715518
"1634",178271.691467969
"1635",174157.628731988
"1636",151586.099872847
"1637",209005.688588884
"1638",185993.155276694
"1639",189139.144303877
"1640",244896.428963926
"1641",183556.301974085
"1642",259008.622905591
"1643",230037.034916362
"1644",242803.057811015
"1645",200711.98705626
"1646",158560.880452692
"1647",155496.107632343
"1648",131023.685601635
"1649",141103.475186451
"1650",113823.839182049
"1651",116548.886028761
"1652",97836.3341643932
"1653",101811.384251184
"1654",144972.875421967
"1655",135717.946402984
"1656",143521.674523664
"1657",153874.401587438
"1658",146183.086230263
"1659",121737.714117683
"1660",153278.000254016
"1661",411542.315562029
"1662",420765.996622595
"1663",398374.828731799
"1664",440257.071354631
"1665",328193.23136705
"1666",306919.342580371
"1667",387322.704629623
"1668",370458.537408501
"1669",327078.297867245
"1670",360791.597869725
"1671",271379.61074468
"1672",444076.85090037
"1673",302940.047114384
"1674",247919.951468006
"1675",205219.643540653
"1676",202752.273243942
"1677",228935.196194415
"1678",424247.429323629
"1679",407234.787676373
"1680",339687.238388183
"1681",264435.047515091
"1682",328671.835592636
"1683",193346.506697093
"1684",175561.569855122
"1685",173588.807109196
"1686",167223.507571649
"1687",168342.813870571
"1688",182256.199769412
"1689",191064.503550099
"1690",191732.055442108
"1691",184124.345879748
"1692",263021.579241331
"1693",170648.481831477
"1694",184751.688573824
"1695",168594.475036577
"1696",285631.981358183
"1697",179048.842718214
"1698",342687.20338782
"1699",311815.391735661
"1700",261058.879822664
"1701",263618.210714453
"1702",221819.972651367
"1703",223242.068760583
"1704",271452.637869546
"1705",235077.151673797
"1706",354806.413476559
"1707",206387.100200934
"1708",207328.39922154
"1709",279384.018070909
"1710",224748.008702645
"1711",284055.823670221
"1712",251417.35911661
"1713",285988.844821564
"1714",225405.61087064
"1715",210817.275614374
"1716",183939.208206012
"1717",172708.815505839
"1718",137444.903972065
"1719",201196.105041165
"1720",168379.415642397
"1721",150468.244042652
"1722",122911.583426192
"1723",154826.318431148
"1724",195716.613333348
"1725",241855.052897847
"1726",188119.382793021
"1727",151211.53109842
"1728",155682.587949921
"1729",176246.493641535
"1730",156054.574061256
"1731",117108.605838267
"1732",123845.462742482
"1733",109970.36228218
"1734",130076.620945924
"1735",108328.213161178
"1736",103154.78048738
"1737",332433.916648161
"1738",280730.398324024
