Id,SalePrice
1461,119052.772139807
1462,159343.340515803
1463,178030.348392496
1464,199169.462962007
1465,198081.387592157
1466,171027.381893396
1467,182333.580090207
1468,162277.879780458
1469,198213.42085378
1470,114400.718748566
1471,207628.426652876
1472,100109.696904037
1473,97083.1684134465
1474,153693.201095577
1475,111000.157530884
1476,348171.129989076
1477,242029.55991934
1478,293742.815935232
1479,284708.854660304
1480,433841.169756687
1481,303435.457719164
1482,215000.758387454
1483,187444.392052519
1484,167834.643570856
1485,197578.809162963
1486,202233.905409229
1487,297512.299849716
1488,239130.5692812
1489,183635.411431458
1490,218766.376226889
1491,198131.610235684
1492,91878.2531189281
1493,186287.052996293
1494,289355.683358771
1495,285658.749277253
1496,217747.567405201
1497,173362.509591373
1498,156644.474146057
1499,159386.994067507
1500,150371.290350998
1501,167859.459257005
1502,146326.474963158
1503,268143.202422697
1504,239090.722082794
1505,221688.157754065
1506,198772.648495195
1507,240394.323850268
1508,205744.358037618
1509,161154.714013066
1510,144246.390290914
1511,146465.588420835
1512,182289.590225824
1513,150157.830387576
1514,148371.940943397
1515,200696.403914338
1516,162521.092102101
1517,170916.175445787
1518,137812.458581119
1519,217927.439503196
1520,126962.328682421
1521,129633.669058662
1522,187367.004040773
1523,104626.203165781
1524,130848.967573602
1525,114725.2085377
1526,113616.076881105
1527,101841.82467283
1528,146569.200116279
1529,141220.354865445
1530,176772.788512865
1531,110670.271052248
1532,106372.667989444
1533,157633.938617099
1534,132155.281345047
1535,156918.697772047
1536,115762.497383292
1537,68166.6600022752
1538,154491.008313493
1539,219995.179522568
1540,95431.6491441412
1541,146021.050580194
1542,141847.552404596
1543,176395.863346137
1544,88248.4811561017
1545,111269.366184095
1546,137649.408482737
1547,133304.223408127
1548,133953.111759557
1549,113979.237810831
1550,131124.055424206
1551,121385.610962959
1552,128149.991901333
1553,151649.074993843
1554,119773.803458147
1555,167758.362716731
1556,87117.9660908679
1557,107297.620272713
1558,99298.4056362848
1559,83937.3591612251
1560,133303.518522271
1561,130985.575278266
1562,129305.869494826
1563,116746.979942609
1564,157558.779762784
1565,147029.490649662
1566,233706.580198037
1567,76443.7746409782
1568,222491.785354546
1569,135700.622208864
1570,147475.365930169
1571,127451.649466219
1572,142006.358256612
1573,244128.796520197
1574,125676.408489014
1575,223204.477602424
1576,250941.249118167
1577,185167.655523514
1578,147008.248106086
1579,137910.407857421
1580,198668.518246052
1581,155712.836710859
1582,122802.773127453
1583,300619.401330504
1584,219898.311491725
1585,143818.335944881
1586,58888.7309305703
1587,96739.1656878584
1588,141107.336762682
1589,103042.804098431
1590,138715.210313464
1591,92825.2423914828
1592,130134.704427362
1593,128449.795664773
1594,124027.681763781
1595,110781.137391203
1596,206606.896759565
1597,170423.67963753
1598,210713.251028576
1599,178581.505780176
1600,180938.600529345
1601,63505.5069021692
1602,117130.333673834
1603,78625.8810842848
1604,248445.13610802
1605,262547.708377035
1606,182075.615967179
1607,180319.84395578
1608,228948.971436697
1609,186801.732441674
1610,145482.939686096
1611,148618.544771085
1612,167790.326079588
1613,165613.850362694
1614,125999.747389031
1615,93769.0836350024
1616,82117.9720898552
1617,94671.1580056533
1618,117853.139173749
1619,138631.726603332
1620,161815.516339047
1621,138830.943101293
1622,138056.573767758
1623,269521.289115124
1624,217163.259984522
1625,118411.980593177
1626,178137.391142289
1627,190047.441850031
1628,278649.462772365
1629,182761.522938314
1630,306093.733838953
1631,213016.732347269
1632,243040.79186833
1633,176776.448081596
1634,189259.55086831
1635,180506.563190146
1636,160297.452701933
1637,193358.481878941
1638,191924.159110359
1639,193954.480456806
1640,256432.940906988
1641,189211.687067452
1642,235302.857550071
1643,220701.757808585
1644,231685.645763962
1645,201195.330107673
1646,167474.20141339
1647,172979.528055538
1648,129653.227347197
1649,139702.022123376
1650,107438.685139468
1651,117878.271551772
1652,103748.183484134
1653,106361.09066546
1654,147015.73444303
1655,142178.375247119
1656,143637.480878073
1657,150289.049806875
1658,148727.049711972
1659,118954.744354602
1660,155201.902233109
1661,433340.337928787
1662,361806.044656608
1663,360310.127589089
1664,433957.867010685
1665,303470.062126963
1666,301710.492961263
1667,347025.523937983
1668,334772.070768016
1669,299895.651880524
1670,345167.847712058
1671,253838.315630711
1672,390208.449158041
1673,282801.255649784
1674,239945.992930406
1675,194405.642343721
1676,193052.084007337
1677,222405.142519111
1678,377926.536713681
1679,345864.287364456
1680,321039.787402302
1681,251833.477654861
1682,286966.20402521
1683,186536.397375063
1684,191596.407300453
1685,178151.100740056
1686,176245.646299482
1687,177837.031463376
1688,197951.10183992
1689,200256.791935658
1690,207135.844468196
1691,196141.101081666
1692,266450.714419879
1693,180518.425624021
1694,183034.171657567
1695,165802.836413681
1696,279117.706529238
1697,172327.802457174
1698,327112.118326645
1699,300175.602466498
1700,237401.604595807
1701,268516.894398239
1702,248070.953191966
1703,251902.686157947
1704,274234.210444404
1705,230188.847544489
1706,402138.292047972
1707,198273.953441057
1708,196634.351072043
1709,261948.623490148
1710,217112.006305452
1711,260757.516010719
1712,243849.696301248
1713,273772.91457512
1714,223672.989140232
1715,204294.728270477
1716,184408.304008544
1717,184460.395707931
1718,137768.012839597
1719,204933.704889863
1720,247465.466937198
1721,177048.756914018
1722,133413.484816455
1723,166284.92487715
1724,208981.301011851
1725,236240.051011123
1726,189710.336971622
1727,165336.593300163
1728,193939.702169398
1729,161643.094106784
1730,158457.156355068
1731,126470.213848946
1732,125718.822360545
1733,109884.123810488
1734,123048.791232061
1735,138907.347045412
1736,114755.00255508
1737,290740.557248217
1738,244421.945326814
1739,240920.438658281
1740,201090.775342738
1741,181606.390915315
1742,167051.120853857
1743,179008.810553355
1744,313157.209537526
1745,210058.197744291
1746,195857.511804185
1747,222621.016212005
1748,224217.249039281
1749,155640.633807612
1750,131771.95691165
1751,257415.780737548
1752,115130.842632521
1753,150125.012691725
1754,198366.714910081
1755,173679.501866576
1756,123771.858204694
1757,114991.918758401
1758,144668.738041988
1759,166323.74780938
1760,170058.924049496
1761,149772.3139826
1762,167660.69238026
1763,187269.778132181
1764,117061.764372091
1765,181250.429621736
1766,193251.619948783
1767,233898.372042522
1768,140364.806731579
1769,181407.530059111
1770,160404.091111976
1771,117134.01088843
1772,140524.490982585
1773,124982.251215938
1774,149750.168485094
1775,139968.663341383
1776,125176.340095207
1777,111857.637079046
1778,145435.028203161
1779,109385.002797133
1780,187463.66889167
1781,127337.415715897
1782,82163.4813176846
1783,143403.497516801
1784,98381.6538635554
1785,123290.017417265
1786,134694.285604642
1787,177768.480451292
1788,63042.2375306406
1789,96433.1524751118
1790,77854.7450630673
1791,186915.617563697
1792,164973.705878746
1793,142392.509001065
1794,164411.091556945
1795,134724.794361822
1796,119993.158473997
1797,115446.617415237
1798,113514.011343537
1799,105462.507472207
1800,118727.494315258
1801,125492.290978115
1802,139525.078126387
1803,147481.126714106
1804,140149.096631489
1805,138844.10169089
1806,135936.143102832
1807,138610.913129696
1808,126341.640240681
1809,123976.773098265
1810,137979.428966551
1811,101649.581642189
1812,93880.7144714236
1813,122833.460616592
1814,89671.6665328949
1815,54299.6979965456
1816,101141.775656676
1817,106870.596370476
1818,155120.933183876
1819,129171.458380372
1820,67124.8584817633
1821,121228.282435897
1822,159019.357892239
1823,51728.6436730274
1824,123589.646659705
1825,128384.059986106
1826,98057.4305746051
1827,98488.0334401489
1828,133020.448842417
1829,135201.384656257
1830,150290.958598989
1831,156573.119415924
1832,87322.9727467262
1833,150285.037351071
1834,126705.231570908
1835,129508.076351001
1836,121105.930851399
1837,85065.7507928072
1838,143457.241875386
1839,100785.208868935
1840,140133.281963636
1841,132144.182741979
1842,93732.3885392823
1843,122359.171343576
1844,130874.558283437
1845,139300.032474715
1846,159287.325165202
1847,163667.167419455
1848,55936.4464198025
1849,110830.944567918
1850,122317.696954576
1851,159257.206042292
1852,123690.099466918
1853,131409.964695362
1854,185904.626281309
1855,158918.055247491
1856,229705.241641651
1857,149998.740983472
1858,133157.208217046
1859,118542.768026504
1860,143908.618784629
1861,117746.606976517
1862,288136.185842202
1863,279146.636837351
1864,279277.064519819
1865,331297.64271098
1866,334450.922508043
1867,231958.693311196
1868,283616.592161368
1869,208475.777911799
1870,233617.032554058
1871,245155.850126165
1872,177842.464708855
1873,238149.303556112
1874,146751.062888798
1875,208496.156615482
1876,196433.485761085
1877,219445.100185356
1878,211887.476518518
1879,117273.323962034
1880,133027.911524332
1881,245097.187587051
1882,246077.133960961
1883,191405.588464527
1884,206414.279833564
1885,249635.254277842
1886,272431.506853949
1887,223942.959576086
1888,274306.454174787
1889,171743.810884618
1890,116432.303513164
1891,145044.633446368
1892,96718.5661816943
1893,127547.287094593
1894,127425.079165004
1895,137050.57725084
1896,129005.252232359
1897,111250.360799507
1898,116598.36990169
1899,151085.268422348
1900,137859.715011882
1901,154710.184118948
1902,139356.968677933
1903,195612.40589455
1904,129083.789564383
1905,191309.103453018
1906,149984.509345228
1907,207277.989249422
1908,110175.910691334
1909,134183.4573509
1910,120405.558881618
1911,200409.491962754
1912,301153.702232629
1913,146619.581219482
1914,70165.8607596462
1915,274406.04221891
1916,56780.4398581957
1917,263195.79673341
1918,142516.779849201
1919,184296.696091294
1920,161500.844529303
1921,366772.242949475
1922,318790.024694701
1923,232201.353584818
1924,219910.521247561
1925,199022.355863894
1926,362552.889867805
1927,135030.932588094
1928,166676.432135148
1929,121179.47417791
1930,127780.735088289
1931,137109.958981105
1932,137942.339167062
1933,162404.222806218
1934,184629.376412576
1935,168165.56104209
1936,183931.888542049
1937,188887.235726555
1938,184770.947456648
1939,224769.491873918
1940,190690.922350956
1941,173416.932796821
1942,191301.989209615
1943,208521.277555632
1944,312157.977619689
1945,355642.434456421
1946,153886.858978112
1947,298966.352521568
1948,179794.831975563
1949,261758.724918351
1950,196625.442889934
1951,258069.053236423
1952,227769.257783184
1953,175330.025520799
1954,184383.987550102
1955,137861.050305181
1956,328250.734942515
1957,162275.06035482
1958,299285.860728026
1959,140390.12107351
1960,108850.639081379
1961,117513.135329257
1962,103896.893659625
1963,108046.993126979
1964,110462.223419275
1965,146124.953451954
1966,145025.403335179
1967,271324.744132693
1968,365899.956108634
1969,361293.639569367
1970,354009.328265213
1971,415224.988715551
1972,347013.746119752
1973,270777.532695433
1974,311648.385448572
1975,413596.950797594
1976,270010.950689743
1977,322127.241268085
1978,307247.87255904
1979,340565.11010517
1980,207226.450882994
1981,338012.743257455
1982,222164.079511249
1983,207417.403658034
1984,170975.991142784
1985,228651.74295087
1986,229418.61790066
1987,179006.038585251
1988,180311.278234913
1989,200846.522704053
1990,212165.576425866
1991,228494.096373494
1992,217134.099696965
1993,181544.331796357
1994,241900.437560189
1995,185903.761372274
1996,240830.585486712
1997,302632.138285848
1998,296545.305770143
1999,256051.254376973
2000,293373.057237304
2001,262997.32839288
2002,249506.896206569
2003,257039.602188899
2004,270149.357882384
2005,229911.923858255
2006,215500.845518487
2007,248743.779004668
2008,204694.029181577
2009,197573.910666282
2010,200432.401635146
2011,154477.535609706
2012,178091.388756848
2013,179705.723975763
2014,193171.422367067
2015,206307.014558844
2016,193419.921473635
2017,201977.698744582
2018,122969.434138249
2019,137507.590745301
2020,110759.488869095
2021,96124.6443004543
2022,189439.505562038
2023,145502.890706769
2024,258634.417808348
2025,324568.667448808
2026,175407.308289201
2027,154187.796436802
2028,149230.872234192
2029,156804.311138447
2030,268953.685848502
2031,227980.965070863
2032,247776.821527299
2033,259602.303478083
2034,169237.078753928
2035,212561.238080343
2036,204132.623399586
2037,205816.426552462
2038,296618.885014575
2039,218272.801258281
2040,300005.524205831
2041,315540.493200193
2042,199978.14328611
2043,183894.637618703
2044,189102.469865842
2045,222710.385671053
2046,150778.95214345
2047,144688.784435997
2048,141814.27047113
2049,147903.413975345
2050,177210.737111088
2051,99514.5101505425
2052,120008.267572767
2053,152231.628380046
