"","y.30.comps"
"1461",118486.561950262
"1462",166799.88391543
"1463",185848.249083993
"1464",200757.187127585
"1465",206495.330223863
"1466",168627.069882313
"1467",182569.788980193
"1468",161461.438472412
"1469",190870.041601681
"1470",123805.384196585
"1471",170419.295629685
"1472",96070.8133111134
"1473",96101.1713524957
"1474",145122.429472684
"1475",106281.353114842
"1476",364675.839845867
"1477",255929.712276923
"1478",300079.711284855
"1479",280859.809055275
"1480",498709.327960812
"1481",349456.380222075
"1482",214509.353928453
"1483",178711.727769538
"1484",155607.352698977
"1485",192303.748272086
"1486",191939.975936722
"1487",348725.388739204
"1488",243625.436440841
"1489",193356.116002718
"1490",255596.272434304
"1491",189888.851750627
"1492",88200.0365911812
"1493",187455.488097085
"1494",304667.758995321
"1495",306267.884003879
"1496",236702.071291456
"1497",173927.85794814
"1498",167855.622852657
"1499",159478.857624509
"1500",160321.295195179
"1501",176404.8940894
"1502",139549.708507196
"1503",298793.469277063
"1504",246986.955284824
"1505",231134.451277088
"1506",191529.932169781
"1507",237206.000706695
"1508",201396.071193204
"1509",160843.756387444
"1510",149598.462787834
"1511",157413.16861358
"1512",180632.581734749
"1513",147675.000213423
"1514",150828.586804716
"1515",182557.899152779
"1516",147939.660870965
"1517",168817.224856735
"1518",132906.986884999
"1519",204366.001360447
"1520",129702.527045949
"1521",132239.13234117
"1522",173622.17711332
"1523",114198.2715231
"1524",130447.160532109
"1525",118598.7429252
"1526",112001.582122172
"1527",103503.885082145
"1528",133124.786195387
"1529",164471.910863738
"1530",202814.031017284
"1531",106622.498557509
"1532",96842.1815131188
"1533",153836.581678246
"1534",129490.434842421
"1535",150842.517258277
"1536",109313.398319613
"1537",63952.5429311468
"1538",165734.314699121
"1539",211419.0533586
"1540",90125.9758681534
"1541",148082.016816025
"1542",140424.571521879
"1543",191613.20410113
"1544",91521.360905648
"1545",121270.300574423
"1546",136296.31620771
"1547",140667.141434096
"1548",145612.484964966
"1549",121950.112445199
"1550",147178.797914827
"1551",104416.202889014
"1552",137251.526570801
"1553",151242.1635111
"1554",120969.316577498
"1555",164790.930921713
"1556",79912.3723173289
"1557",102535.44134864
"1558",104025.360284526
"1559",81782.3932428671
"1560",124580.87558466
"1561",111969.071426351
"1562",128841.226096615
"1563",122498.803678004
"1564",159187.137189613
"1565",147074.089078736
"1566",240241.473032907
"1567",75979.0038930882
"1568",249798.983606876
"1569",137775.609366231
"1570",134182.344473726
"1571",116353.102766165
"1572",140976.39948043
"1573",216265.675239894
"1574",116691.170084685
"1575",244129.04961454
"1576",249981.392726054
"1577",172007.908083678
"1578",149530.073559269
"1579",151122.173105243
"1580",192567.153606795
"1581",154160.457197012
"1582",128419.172692385
"1583",290623.869906727
"1584",210157.707364215
"1585",134927.229531644
"1586",62662.1112165617
"1587",105788.157998706
"1588",155321.281625342
"1589",102971.728941127
"1590",134854.943770269
"1591",99551.0528062769
"1592",119924.455918248
"1593",125833.040545805
"1594",127671.834145445
"1595",112654.652599418
"1596",214868.400583716
"1597",205120.152723408
"1598",235468.094408408
"1599",175929.522060207
"1600",165352.152951674
"1601",58230.5047254172
"1602",108116.086382952
"1603",70313.5909875625
"1604",282820.624017802
"1605",234110.363892092
"1606",177631.954016635
"1607",164719.447882171
"1608",213487.688231064
"1609",173478.634443853
"1610",151138.885037681
"1611",133240.809737885
"1612",163679.998273486
"1613",162442.471553887
"1614",131014.488739676
"1615",90051.7189736975
"1616",79007.6339854167
"1617",91950.4433092962
"1618",126186.231311225
"1619",137414.588680434
"1620",144499.901347704
"1621",126486.229805947
"1622",141620.840954003
